Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
16,Positive,great place yelp find amazing hot lot mango good nice tried hamon croquetas oxtail empanadas crepe amazing atmosphere perfect time friends family maybe people table great things york ordered food people sooo good prices reasonable thurs sat servers nice bklyn will definitely back check ,definitely place perfect things find ,1,1,1
67,Negative,goes everyone coming city real go better philly first always long service nasty good truth google search cheesesteaks philly go one never heard promise will better ,will better long always first ,1,1,1
18,Positive,first trying last thanks experience waiter food delicious got churrasco arriero steak pulp caracoles escargot pelotillas queso de fried qoat cheese delicious got different flavors favorite cooked well dipping good hour good enough expensive good definitely come ,definitely come churrasco food good ,1,1,1
114,Negative,blocks away handful times feel move first go due famous cheesesteak hear next true cheesesteak majors tony case hierarchy maybe used now ride tourist meat options away time feeling cheesesteak also foreigners though true neighborhood city nature multi ,cheesesteak time though first also ,0,0,0
23,Positive,nai tapas past tapas place pitchers run till good favorites croquetas gambas al ajillo pulpo la bacalao squid ink sooo every time leave arent customers ,place nai ajillo pulpo pitchers ,0,0,0
85,Negative,visit every spot said hey try cheesesteaks felt shat afterwards say three famous wiz wit since provolone ordering pretty quick others complaint major one bread pretty pretty much ruined sandwich right street actually ordered wiz bread better meat onion ratio tony longer worth complaint put enough else flavorful place seems popularity think might newer spots line pretty long see make sandwiches glass pane front unorganized give sweet one though know terrible lacking school lol dining find autographed demzel rating tony one clear king differing opinions tasting miles afterwards ,better though think long spot ,0,0,0
112,Positive,impressed however job store attractive bright orange color decorated patches polices country limited selections cheesesteak loved people plain ignorant cheesesteak thought purist simple clean use cheese example onions order cheesewhiz ordered side knew eating likes nice lean steak bits provolone blander taste onions bread service bright cheerful place eat ,service place job orange onions ,0,0,0
702,Negative,johnny rotten ever cheated new pretentious smug point driven considering management lived good reason lake found good overload flavors yet registered dish may overwhelmingly muddled mess ingredients chefs thought minded creative masterpieces merely cocktails despite bearing typical offered random priced across one area place course pici oversized bucatini type pasta ravioli stuffed served perfectly cooked extremely nearly enough offset somehow wound anticipated adding insult cash one offs currently going drake heavy one obnoxious particularly nyc ,flavors dish ever may served ,0,0,0
102,Positive,shame visit corner us place world even stars go clean seat go day seem bready steak place world joey alert veggie philly nice onions sauce ,place even day onions veggie ,0,0,0
117,Negative,pa famous cheesesteaks reading many reviews forced friends road trip allentown philly sole mission cheesesteaks cold winter completely unaware indoor traveling arrived quickly lingo attitude eat got wiz think amazing overpriced cash bread good probably since cheesesteak grease domi ,cheesesteak think eat bread domi ,0,0,0
26,Positive,nai awesome great perfect came night one group reservation restaurant suggested person sangria place casual bar romantic fancy means low even easily feel local brought us menu served group plus baskets gambas ajillo garlic sauce favorite dish frito lightly fried fresh cod soft sauce de chicken croquetas jamon good espanola omelette probably least bravas coated house tasty basted sauce bomb skirt steak dish meat tender meatballs brandy sauce chorizo plancha spanish sausage lot fave shrimp fave tortilla espanola good dishes already served felt sangria kept coming dessert time though room food point birthday girl group gluten cake dessert helpful bringing us dancing way sing karaoke street planet rose towards playing salsa will definitely service excellent wait dishes heard hidden gem glad ,service definitely place perfect feel ,1,1,1
95,Negative,place tourists locals eat competitors actually american wait service overpriced melted soggy outside condiments unsanitary nauseating point pork tony now gooey anywhere go away light ,light eat wait american tourists ,1,1,1
14,Positive,kidney tripe different dishes specials pros food northhaven ct tripe appetizer rice good definitely fried rice chinese food area sucks intestine dish got sauce kind bland care much update review ,definitely rice specials food good ,1,1,1
142,Negative,know definitely may cheesesteaks overrated craving cheesesteak decided grab eaten thought try light establishment whiz wit cheesesteak began anything bread meat thickly cut bunch philly across street fall trap crispy liked still edible ,cheesesteak light still may decided ,1,1,1
15,Positive,one food franchise states nation say mean many times first pepper salt olive regular oil say good freaken explosive freshness taste compared also deli really dine tasted tastier makes watery foods subs pizza etc staff ,times makes food good really ,1,1,1
122,Negative,visiting traditional cheesesteak went bit noon parking bad expected street parking away much time leaving around line already pretty tacky say guys seemed food seconds think really reading signs example english deporation ignorance managed cross fries coke cheesesteak american cheese different order cheesesteak one window pay move window order pay signage prettttty meat gray ish long onions really roll looked grease napkins went good number digestible however tasty fries cheez although cheese sunk bottom really much go back another try especially across street reason go good food obnoxious really ,another cheesesteak order time think ,0,0,0
3,Positive,give toast stars option food although menu tons options place quickly weekday afternoon work done toast tasted kind plain perhaps changed since time went highly refreshing ,place toast since quickly refreshing ,1,1,1
66,Negative,rather eat shit roll support given cheesesteak least one tries needs steaks small bland terrible wish anyone wants true philadelphia whats even pathetic employees rude people serve honored food ,cheesesteak eat needs small steaks ,0,0,0
31,Positive,friends birthday around wednesday let place hard literally block aimlessly good looked oh waiter unueo uno card game gets top recommendations jokes service attentive paid extra mini surprise cake end nothing short props sir sangria pitchers mon wed flavor tried sangria mango sweet champagne girls pitchers two options regular size tapas order somehow managed churrasco steak cooked version chimichurri sauce ask take sauce done entire sauce haha shrimp friend kept bread oil really good tender juicy recommendation point enjoy spot type music fridays avoid planning lot ,service place extra somehow attentive ,0,0,0
132,Negative,way racist lighting steak comes something ended spending around semi stale breath cheese steak sauted onions almost caramelized cheese steak least enough mixes bits steak good enough tho come late crap steaks built tourists want truck university campus come ,comes around ended cheese steak ,0,0,0
