Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
59,Positive,joey politics shove middle asses since important pass speech limited anyway pound steak cleanest steak shop city unless whiz also compliment staff courteous police officer fundraisers lot whether police unfortunately likes love watching men gather morning feeling drinking ride away ,also lot ride steak whiz ,1,1,1
24,Negative,order late vento fan inflammatory vocal idiots think waiting authentic think surname vento immigration digress double shift soulless job working tony world cheese steakums mom acme authentic getting steak bucks short break jobs paying people places visit wait gone ,order soulless acme short gone ,1,1,1
12,Positive,tapas place check gallego really good service well nice spot village ,well nice gallego check good ,1,1,1
22,Negative,tried nobody thing bus ways cab far historical lots bread ok ,tried lots bread far ok ,1,1,1
10,Positive,ordered blueberry sangria amazing balance see dancers half show thankful live without city hours show york experience ,york without city show live ,1,1,1
23,Negative,understand anyone philly cheesesteak guess tried flavor even fries mention way one window sense star review reward ,tried one way star sense ,1,1,1
1,Positive,good basic tons quickly come done felt toast eggs menu place time highly yummy ,eggs good quickly time felt ,1,1,1
20,Negative,classic years keep customer family rule love however gone opinion service longer steak grab visit tag evolved time ,gone steak family years love ,1,1,1
2,Positive,odd quality now time right owns passyunk high qualityingredients cooking pastries match stick bacon egg done center dining nerves word used suffice toast chucks breakfast fare streamlined want slightly carb midday city ,egg word passyunk stick breakfast ,0,0,0
4,Negative,understand location burritos chips thick blob fresh salsa maybe try seems folks street ,street maybe fresh try blob ,1,1,1
