Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
700,Positive,started must chorizo spot home tasted great leftover recommend hand nice kick day ,nice kick left home cho hand recommend started day ,0,0,0
6596,Negative,small plates hipsters abound types outback still forget left feeling full tasting tried ranged good spare details must appetizers must anything whiskey going ,ab left out tried small anything feeling spare still full types ranged good forget going must hips whiskey app ,0,0,0
189,Positive,solid solid service endless good even though eating regret deserts place ,solid good service even though place ,1,1,1
218,Negative,small small worth area bus min especially certainly puerto bland flavorful place right expect everything else yellow least worth beans flan waiter table people waiting really place trek take mins wait par food rushed policy help either stars ,bland expect either policy least yellow rushed especially small area right people bus min par fl waiting help really table ,0,1,1
207,Positive,hubby went point homemade onion jam amazing mushroom onion really hash tasty roasted good seemed veg considering place take yet lot really hope regular plate ,amazing jam went take place lot hope hub point yet plate regular onion really considering mushroom ve ,1,1,0
733,Negative,trying asian will others staff perhaps slightly music coconut jowl chicharron sounds lacked expecting mango adequate nowhere mango salad many wife enthusiasm ratio meat pieces even fan fat dish protein egg cracked top hipster concept restaurants enjoy eating enjoys eating materialism ,lacked nowhere ratio fat adequate many dish cracked perhaps staff fan sounds enthusiasm even egg material others concept hips trying ,1,1,1
338,Positive,places ago definitely load getting munchies perfect fun afternoon lady texas wrapped goes diet good sriracha mayo fries also good grease fries slightly bread sea isle ,fun perfect also good afternoon goes sri lady sea wrapped ago slightly isle grease texas mayo fries mu bread ,0,0,1
798,Negative,thanksgiving weekend menu left ravioli really extremely place packed weekend food least mini several hours home ,menu least weekend food left packed thanksgiving hours ,1,1,0
269,Positive,amazing old showed husband line almost ish part food coffee time stellar food words life pancake need butter thee smile eat go ,old stellar amazing almost smile is line life pan butter husband go coffee time thee eat food ,0,1,0
793,Negative,lunch sitting summer steak ok steak delicious else salad bland bland bland side sat minutes half sure ,bland sat half sitting minutes else salad side summer ok ,0,0,0
56,Positive,fact means bloody wanted bite let choice owner choose tapas favorite clams sauce house sauce thrilling clams pretty delicious next make day mix fruit owner best another yummy want authenticity bloody ,bloody want owner thrilling choose choice bite fruit let another tap yu authenticity delicious house ,1,1,0
1150,Negative,maybe inn list tavern mistaken awesome fraunces even sports kinds ear cool story hudson maybe dedicated neighborhood folks irish pub small room stand bar due area result awkward patrons beer nearly wife tonic gin two minutes burger one city received barely come three mean bar food fun needless chose order second drinks around ,mean result needles due list tonic barely pub mistaken small order fra nearly bar minutes cool even inn awkward around ,1,0,1
208,Positive,now favorite tonight times service menu hell time sad pig got boyfriend also odd order times beer cedar point legit wish good made dinner tonight point amber waitress water wings explained make say refuses cheese personally think sad option incredible craving burger got let burger anywhere usually even cedar point cooked tasted fed compliment cheese burger things try one owners stopped table hi think really awesome opening neighborhood businesses personal introduction loved wish ordered pie dessert effing grow love fact effort will really will summer bring family ,awesome family summer effort really loved businesses e neighborhood introduction bring hi boyfriend love dessert pig leg dinner opening fact ,1,1,1
136,Negative,never ordered wit every bite evidence approached take counter food okay place ,counter never evidence food ordered place wit approached every okay take bite ,0,0,1
71,Positive,flavor steaks wit anything matter heard drunk cheesesteak better better hours ,steak wit flavor drunk matter cheese anything hours heard better ,1,0,1
317,Negative,years interior blindside person mistakes thing hired look diner hipsters flock place going whatever work lived far distance always wanted neighborhood character kitschy decor open pop essence lots personality sometimes treat matter owner mainly abundance stuff forever offer policy feeling old enviroment kind adjustments menu standard diner truly old cooking style flavor hard close waiting line hill food rite hopes especially nothing even simple nothing spoon person foodie hype way better food doors cuz usually food terrible good time lot something menu seemed thing though diner styled sham par diner city qualified say everything makes ok good even diner closing whatever everyday song hater ,good city ok makes style matter interior open hate mistakes lots old food seemed hard even policy especially abundance sham ,0,0,1
214,Positive,things friends bbq cash bacon dog eat basically chili dog also good grilled dogs nice buns felt oh got door ,door also oh grille dog cash dogs bacon eat chili things nice bun felt friends ,1,1,1
