Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
7,Positive,came absolutely loved chose also reservation requested next dinner bar good gave us lot good oil go bacalao garlic sauce good try try recommend ,also lot came go gave ,1,1,1
20,Negative,classic years keep customer family rule love however gone opinion service longer steak grab visit tag evolved time ,gone steak family years love ,1,1,1
12,Positive,tapas place check gallego really good service well nice spot village ,well nice gallego check good ,0,0,0
29,Negative,worse foundation thick less memorable muzak stale simple even less concrete texture sweaty watery textural scant completely cloud needed salt helped steak less stammer insufficient salt dive speak truth best anywhere restaurants always probably discussing take back bad wrapped actual tag go raincoat ,less bad sweaty steak truth ,1,1,1
1,Positive,good basic tons quickly come done felt toast eggs menu place time highly yummy ,eggs good quickly time felt ,1,1,1
4,Negative,understand location burritos chips thick blob fresh salsa maybe try seems folks street ,street maybe fresh try blob ,1,1,1
5,Positive,meals family inside chinese price style mis categorized style confused delicious thought translate menu sounds typical think hoping will encourage familiar small complaint handling owner presume etc definitely recommend trying ,will think price family encourage ,0,0,0
25,Negative,ordered counter whole money placed order onions due surgery details doctors care doctor guy chops mocking us kept let jerk away come american foreigners think foreigners product show customers want cold light ,order think away money whole ,1,1,1
6,Positive,north haven hands dining spacious meals mexican roll szechuan spring rolls pass make ever boil saturday well night saw doctor ,well rolls make roll saturday ,1,1,1
23,Negative,understand anyone philly cheesesteak guess tried flavor even fries mention way one window sense star review reward ,tried one way star sense ,1,1,1
8,Positive,made reservation thursday got rest us late able seated nice whole sangria still happy hour us concerned shrimp sauce potatoes aioli fried goat cheese though overly expensive overall really determined highly recommended ,still nice made cheese got ,1,1,1
35,Negative,craptacular horrible better nothign bad wrong oversalty whiz philly drop definitely advise time see enjoy something normally harsh food ,better bad whiz food harsh ,1,1,1
