Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
329,Positive,matter min strangers food excellent flat thinking making braised dishes ok part one strong way tai traditional love spot ,food excellent one ok part tai way dishes flat strangers traditional ,0,0,0
3264,Negative,staff objective happened told believed waiting parties list parties us us party us speak hostess control people minutes arrived asked waitress duty wanted waiting pass message apparently told hour wait lack waited also comment almost punched us perhaps new restaurant busy definitely twice return enough much underestimated times morning additionally large bottle champagne drink despite lack alcoholic odd pop us place place ,lack under pass much almost control list large objective minutes message party parties enough new morning times people perhaps apparently ,0,0,0
301,Positive,nothing authenticity original mostly outside block orange slices outside feels owner strolls friendly food deliciously place homely ,delicious outside feels mostly food place home owner stroll orange slices friendly nothing ,1,1,1
2305,Negative,request stop last expense enough place business asked join guacamole chips naked sat approximately one good value pale server will stealing good bad tacos similar flavor chorizo bit current looked sloppy grammar lunch time tell period different tacos lettuce corn black tortilla joe type dude back ugly shelve trying duty thursday night cellphone taking old establishment exists will told bad baskets place returning giving cook better home ,bad ugly better stop sloppy sat tor period current home similar server grammar good giving time expense type old enough ,0,1,1
233,Positive,area super step casa de papaya black soooooo perfectly type prefer still creamy overall meal cleaned try ,creamy meal still try perfectly black soo casa step papa overall area prefer ,1,1,0
140,Negative,eat name us know oh americana still fries stupid dumber now thing english uh know demographic ,dumb uh oh stupid still know demographic thing us eat now name english ,1,1,1
110,Positive,standpoint average think steak product hot best makes good hella hot think sauces scale tabasco hot ,hell average steak best good stand tab hot makes think ,0,0,1
1886,Negative,went three four dishes food bad small better drinks bruschetta ,bad br better four went drinks food ,1,1,0
189,Positive,solid solid service endless good even though eating regret deserts place ,solid good service even though place ,0,1,0
114,Negative,traditional trek went noon parking parking block line leaving line already pretty guys seconds pretty racist signs around pretty hesitant ever go press really patriotism cross incredibly cheese confusing different cheesesteak one move different window prettttty cheesesteak cut onions large ish really roll greasy looked bread napkins went good napkins tasty bad much go wanted since street go good food signs ,block bad greasy press racist signs confusing pre already leaving much cut around large cross pretty parking trek ever move ,0,0,0
244,Positive,wow damn crisply biscuit chicken special going moist funny crunchy dip choice lemony rosemary taste spicy ,funny spicy wow moist going taste crisp special choice crunch lemon bis damn ,1,1,0
