Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
382,Positive,think basement well staying princeton understand fault place provide rack upon door bar table jam weekends parking stop will appreciate fact upon joint good excellent craft mike selection jo tap months ,appreciate craft upon jam will ,0,0,0
0,Positive,really awesome neighborhood cafe friendly helpful best will incorporating spot love soundtrack belle modest ,awesome modest best love belle ,0,0,0
408,Positive,cozy big one city actually visiting saying authentic best staff good seated ,good best saying authentic city ,1,1,1
194,Negative,visited time feeling disappointed worth friendly share sitting servers leaned end phones laughing acknowledging sat dollar hour wines discounts hour mentioned completely comes ,disappointed completely end feeling hour ,0,1,1
268,Positive,moist pancakes bites curious prudent share entire table love dishes right ,right love dishes curious moist ,1,1,0
1474,Negative,flay cursed place throwdown popular eat ordered make types making constantly made coming assembly demands today got make pancake years mom ,assembly make years making fl ,1,1,1
271,Positive,worth since two hoping breakfast friend fries good mayo brisket spooning moistened good turkey fries sauce sweet fast nice asked declined nice enough bring glass better go ,since go better sweet worth ,0,0,1
104,Negative,pats well turned flaunt cheesesteaks made bones right seen pointing sign says order english seriously foreigners started photos people journalists op right wing fries smart enough buy lies friends wait war leaves taste pepsi will away wing zombie critical thought cheessteak free fanatic spend ,taste fan sign free op ,1,1,0
290,Positive,amazing breakfast go found long finally eggs delivered dish excellent food definitely one eggs florentine eggs runny plenty hollandaise sauce places sauce yum yum attack plate well ,excellent places one well breakfast ,0,1,0
87,Negative,much south simply competition towners others go personally policy especially ,policy south go much especially ,0,0,0
258,Positive,meal toms underprivileged ki help serves solid worth recommend recommend stand line trying say grub good yes ,worth solid serves recommend good ,1,1,0
1017,Negative,great plenty one mediocre topped cheese placed tomatoes soggy idea hamburger good fries worst limp ny good waiter accustomed little waiter etc table place pretty pricey lame ,lame worst limp etc idea ,1,0,1
304,Positive,feel review generally savory route good lord revolts go carmelized grapefruit happen whatever poly love ,love lord review sa generally ,1,1,1
132,Negative,stop flaming flames celebs officials hot looks creamy quite chili oil kind hot something tapatio tabasco woudve ,wo oil hot stop quite ,0,0,1
231,Positive,dinner plain pie dinner piccata dinner one best ny style area said best style restaurant parm really good fresh ingredients entrees small took portion small side hundreds pizzarias looking forward restaurant certainly ,good really certainly fresh forward ,1,0,1
677,Negative,nice dinner two casual casual italian seated outside immediately bread olive delicious menus better days ate ordered asked appetizers zealand probably grandmothers wait came bad cappelini linguine shrimp desserts bomba whipped profiterole profiteroles said tell integrity entire experience away dessert actually took bucks bill die desserts time ,bad bomb time entire cap ,0,0,1
38,Positive,staff group loved food frozen perfectly spiked tapas one ordered helpful arriero steak cooked juicy meat gambas verde liking sauce mejillones baixas meats night potatoes marisco tapa refreshing ,refreshing perfectly loved food group ,1,1,1
540,Negative,gotta poor servers bad attitude food go definitely say lunch ,bad poor attitude lunch say ,0,0,0
