Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
246,Positive,timing kinda deelish happy feta eggs cooked spinach gotta yums sunny know fresh im meter high reuben amount meat normal human meat challah fries cappuccinos tasted chocolate worthy another visit ,another dee worthy tasted chocolate ,0,0,0
1989,Negative,imagine shake burgers open making sounds make service slow food really jam want next anything else horrible first suggestion stop beef matching ,slow stop horrible beef open ,0,0,0
30,Positive,us night nai establishment makes intimate seã overall tapas key friend made pm definitely reserving advance place amazing regular one revealed flavors liquor splendor sangria delicious something show willa solo soles dance whipping vigor music sultry passionate show places nai easily bask without back fire even ,without delicious amazing easily passionate ,1,1,1
125,Negative,unhealthy bowels disagree entirely waited philly another tastes class insulting ems bread hard see now ,un see now hard insulting ,0,1,1
20,Positive,nai went couple times staff welcoming attentive offered making good time food small ranging chicken goat ,welcoming food time small chicken ,1,1,0
161,Negative,ich deutsch kein kaufen really go better use cheesesteaks think heartattack take fat please ,fat use cheese better think ,1,1,1
255,Positive,see answer note wait really place came line immediately around came plate fries great touch table immediately beef hash eggs ricotta food perfection hoping reasonable range menu items will ton bring ,perfection beef food came ton ,0,0,1
124,Negative,yuck better football saying joint stale bland rude drink thought got lets seriously start changed orders people tourists speak time street pats ,stale pat start bland time ,1,1,0
45,Positive,place bit inventive done price right now really great love see bit dishes served friendly staff relatively arrived informing make us yet everything great beer coming good stuff ,good coming love stuff great ,0,1,0
117,Negative,moving months came visit never yeah anyway forgot geno made perfect tell ordering gruff counter particular gruff slid slid boyfriend drink one filled know standing cheesesteak utter front bell california thing neither hate feel cheese appendix way last meal wanted rolled hailed ,hate utter neither feel thing ,0,0,0
252,Positive,diner dates back also brooklyn weeks ago really within minutes said food awesome change ,awesome change food also really ,1,1,0
135,Negative,benefits long across one another star speaks stale crisis oil skip recommend ,stale skip across another speaks ,1,0,1
176,Positive,thai restaurants interior design restaurant little hits date favorite beans peppers chicken thai tea city makes experience sizes smaller near highly recommend restaurant times far ,recommend smaller times sizes restaurant ,1,1,1
104,Negative,pats well turned flaunt cheesesteaks made bones right seen pointing sign says order english seriously foreigners started photos people journalists op right wing fries smart enough buy lies friends wait war leaves taste pepsi will away wing zombie critical thought cheessteak free fanatic spend ,taste fan sign free op ,0,0,1
38,Positive,staff group loved food frozen perfectly spiked tapas one ordered helpful arriero steak cooked juicy meat gambas verde liking sauce mejillones baixas meats night potatoes marisco tapa refreshing ,refreshing perfectly loved food group ,1,0,1
128,Negative,city meat hours fresher money better flags lose need go steak go ,better lose fresh need money ,0,0,1
22,Positive,ordered menu tasted stood bravas special liiiifeee perfectly de warm cheesy actually cheese good croquetas less great seasoned salty flavor cooked overcooked de filling outer shell food tried pitchers flamenco dancing felt dinner ambience friendly kept checking us definitely back sure make reservations ,actually cheese perfectly sure back ,1,1,1
156,Negative,childhood manayunk casted landed wicked passyunk lucky people shouting speak dizzy confusion shine need beware follow pash dog street passing cheese shops gyms spas drunken fan tower neon complete blown cheese beast offer toss free good enough shit won last finished man said confidence steak fag shouts man illegal laughs heels outside open day american dream copy educational waistline ,shit toss pass fan illegal ,0,0,0
32,Positive,breath air aming overpriced places assortment tasty friendly artery great place friends shoot breeze recommend rojo last giant ,breath place air last ta ,1,1,1
71,Negative,manchester play lincoln dad old roles son barking filled dog leash ,dad dog play filled old ,0,1,1
95,Positive,shame visit piece history one yea stars best super seat almost meat bready alert hey veggie philly always onions nice ,nice visit seat hey best ,1,0,1
207,Negative,small checking really way closest walk wait especially puerto rican much vacation puerto yellow expect everything else menu monfongo good chicken needed seasoning order beans came small thin pernil pound one oh flan sorry table waiting long trek reservations wait par policy help ,thin much expect yellow policy ,1,0,1
19,Positive,give feel pitcher happy hours liked much pretty good tapas ,good happy pretty much liked ,0,0,1
93,Negative,brotherly friends debate whether steaks really problem care good people make press deportation english ruined back century notice first money went pictures celebs go cheese steak across ,problem cheese press ruined make ,1,0,1
190,Positive,waiting inconsistency place perfect reviews longer today late got burger egg now burgers eggs eggs perfection different lot good juicy tender ask great great restaurants area looking point ,restaurants perfection looking burger tender ,1,0,1
111,Negative,friend town went parking spot away already decor pretty least smirking pretty signs place pretty really reconsider press ignorance cross fries coke cheesesteak american cheese one pay long really cooked roll bread wet napkins american however cheesefries mostly much fries back across really go food good food signs ,go really ignorance good went ,1,1,0
59,Positive,part never philadelphia try anda soda go sandwich definitely good live ny way steaks ,good definitely live go and ,1,1,1
102,Negative,many places philadelphia cheesesteak best different go least list sooner rather ,cheese least list sooner rather ,1,0,1
51,Positive,cute eat review group came two regular flavor amazing really cheap also entertainment large come back one ,amazing came cute large entertainment ,1,0,0
134,Negative,tough say awful try vice nothing anyone one lights pictures send told chinese restaurant even better now ,awful send better try even ,1,1,1
