Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
318,Positive,knock al al downing old really friendly libations inner circle regulars damned maybe classy bartenders mean gin soda immediately flatbreads calorie salad little consciousness size enough generous dried sea bleu cheese chef bleu ended barflies eat leftovers thing wait knock lovely ,maybe generous knock dried chef ,0,0,0
1139,Negative,serious say found especially stars comments taglierini somewhat tasting pasta osteria experience good morini stars yelp granted little rates gratin bit found ordered salty filling bland think waste give stars ,bland waste filling think found ,0,0,0
13,Positive,formosa asian fusion state best authentic staff magnificent rolls restaurant neat delight cuisine formosa might marketed food forever review ,delight best authentic cuisine state ,1,1,1
123,Negative,much way fat soggy fan either always cardboard container know workers much yell killed make high soggy eh worth cheese spent right across street twice go now dragged give ,high fat much across dragged ,0,1,1
258,Positive,meal toms underprivileged ki help serves solid worth recommend recommend stand line trying say grub good yes ,worth solid serves recommend good ,1,1,0
73,Negative,full racist ethnically political signs immigrants even bring goodl never place first moved tourist places either first encountered waited prepared order hostile prejudice working seemed rude street picked offensive great know st cheese try better cheesesteaks plus blatant ,offensive seemed signs racist rude ,1,1,1
21,Positive,absolutely hands years delicious gambas ajillo garlic pulpo la octopus mussels stuff tapas table food feels still added lastly reasonably awesome excellent miss free flamenco shows saturdays run hour make wanna show make take bit little village probably now back ,awesome excellent delicious reasonably food ,0,0,1
68,Negative,tourist miserable reason else softball street even cheesesteak slabs cut smaller hide ur pieces appear full ,miserable cut reason appear full ,1,1,0
16,Positive,place grilled shrimp cheese hot fresh far sangria also table place crowded prepared crowd ,crowd crowded also grille place ,0,1,0
67,Negative,re philadelphia cheesesteak willing sandwich found anything place keeps people eat ,re sandwich cheese found anything ,0,0,0
20,Positive,nai went couple times staff welcoming attentive offered making good time food small ranging chicken goat ,welcoming food time small chicken ,1,1,0
158,Negative,go run racist first short refuse ordered english america ordering complaint defended racist discriminatory court current sign right whatever actually speak joey vento believes english english false offensive distributes say photo says management right refuse service vento old reasons illegal political view plenty philadelphia another food cesspool signs frequently another line bottom line getting plate enjoyment also ,vent offensive illegal complaint false ,1,0,1
17,Positive,came special occasion sure choose something glad waiter making good getting reservation us area bar good nonetheless olive oil go bacalao frito grilled sauce good beef stew also price time around couples ,good nonetheless area go around ,1,1,1
116,Negative,cheesesteak philly every review flashy outside joint may appealing really qualm cheesesteak meat think real else maybe better luke ,qu better cheese joint review ,0,0,1
24,Positive,wonderful thursday dancing forgot come nice sangria little sweet delicious nonetheless recommend ,recommend delicious wonderful nonetheless sweet ,1,0,1
104,Negative,pats well turned flaunt cheesesteaks made bones right seen pointing sign says order english seriously foreigners started photos people journalists op right wing fries smart enough buy lies friends wait war leaves taste pepsi will away wing zombie critical thought cheessteak free fanatic spend ,taste fan sign free op ,0,0,1
281,Positive,cutest nicest long quarters pieces nice try eggs moved best ,cute pieces long moved nice ,1,1,1
83,Negative,amazing understand speak sign english made accent come worker know parents young seeing turned already purchased sandwich find going lol mumia feels support officer completely killing officer hangout ,sandwich find killing young sign ,0,0,0
10,Positive,sushi chinese granted will find differences country made trek glastonbury check place totally worth waitstaff legit recommended beef soup spicy bamboo shoots freaking good ,good shoots worth spicy bamboo ,1,1,1
121,Negative,spot supremely overrated good cheesesteak grab whiz cheesesteak devour really dull thickly better places fall trap tasted ,dull trap thick better over ,0,1,1
