Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
215,Positive,review delicious go stop go oh already something throw state street features variety footlong familiar new missing new star said something tried heat delicious hot number sides additional charge added chicago one table impossible eat mentioned jordan work much lastly delivers via delivery whole addition haven duper saves drive ,via delicious go street delivers foot jordan much one lastly du sides heat state new mentioned features already haven drive ,0,0,0
872,Negative,meh cocktail app good attention time passed minutes also drinks specialty maybe cocktails fine pepperidge farm back far never less left slow ,never maybe far fine good attention passed slow pepper time farm specialty minutes ,0,0,0
62,Positive,pats review usual customer service sightseeing go great steaks yes creepin allow ,allow yes steak sights great customer review go service pat usual ,1,1,1
114,Negative,traditional trek went noon parking parking block line leaving line already pretty guys seconds pretty racist signs around pretty hesitant ever go press really patriotism cross incredibly cheese confusing different cheesesteak one move different window prettttty cheesesteak cut onions large ish really roll greasy looked bread napkins went good napkins tasty bad much go wanted since street go good food signs ,block bad greasy press racist signs confusing pre already leaving much cut around large cross pretty parking trek ever move ,0,1,1
216,Positive,times ordered saw plantains mortar pestle thought nice excellent takes little chef cooking great hard puerto accommodate call advance back coffe make well stars ,well make stars excellent great chef puerto nice cooking takes plant call ,1,1,0
106,Negative,say bad turned flaunt owner mixed made bones even now sign many came counter speaking photos every right propaganda along walls still government smart told wait war leaves bad will wash want critical perhaps cheessteak compassionate free ,bad propaganda government free sign critical wash still many even want mixed counter perhaps made right along photos fl speaking ,1,1,1
27,Positive,came let say wandered good minute well service amazing unueo card notch jokes attentive paid birthday ie end dinner guy nothing short food choose tried side pitchers tapas two regular sizes originally order skirt sauce mussels ate bread soaked sauce haha kept dipped garlic good oxtail point enjoy talk ,amazing jokes garlic talk end ox two nothing enjoy ate un minute kept tap at originally let paid say food ,0,0,1
72,Negative,place review family rather going cheesesteak love lines became perhaps fan steak quite better something steak ,cheese rather became lines quite better review perhaps something fan going ,1,1,0
41,Positive,thing say inventive galician done well excellent realize supposed bit stuff affordable well highly staff portion arrived us reasonable available us watching quickly clearly including estrella tap exactly will definitely ,including excellent watching us tap well done will definitely staff est in portion realize quickly reasonable highly arrived stuff galician ,0,1,0
81,Negative,though necessary never minded rapidly declined beg let meat chewy desert place looks people stupidly stand line food bad cheesesteak ,bad stupid rapidly cheese beg people chew food desert though declined line looks never place stand meat let ,0,0,0
6,Positive,loved quality excellentl refreid rice little bite much fell beans stuff place ,loved beans place bite excellent stuff little rice quality ref fell ,1,1,0
135,Negative,tourist sits hours getting fresher lights toilets drunk ingredients signs confederate exploitation cops across ,signs toilets drunk fresh sits exploitation cops getting across tourist hours lights ingredients confederate ,1,0,1
11,Positive,best authentic chinese restaurant helpful magnificent neat rolls artful chinese cuisine say thank god looking chinese turned forever restaurant dishes share ,best authentic cuisine magnificent art chinese god forever restaurant dishes ,1,1,1
142,Negative,err matter angles glare place obviously obviously obviously cheesesteak take pounds right made sandwich tastes pretty though speak good obnoxious really need want part open steak always ,ob tastes open need want matter made cheese er pounds really pretty right glare part angles always take good sandwich ,0,0,1
193,Positive,well slice parm sandwich spot pennington enough food will feelings ,well slice food par sandwich penn enough will spot ,1,0,1
156,Negative,business think daniel english cheesesteak remove wit bad flagger quotes article food service respectable worn great stunts shot blooded mad brick police firefighter killed line laden patches around supporter troops father police personally inside inside correct people recognize stating say employees disgrace thing cares point say deceased use reading skills ,use bad disgrace think mad remove flag patches cheese people around business thing police stating article food worn service point ,0,0,1
16,Positive,second couple years awesome great welcoming server us waiting making luckily went thursday live flamenco performance nights good time small ,good time performance great nights awesome couple flame welcoming live years us went luckily ,1,1,1
66,Negative,verbatim fro fuck since bun need garces pull mediocre melted dollar menu yells getting taken heading pork ,fuck heading bun ga getting pork verb taken med dollar menu since pull need fr yells ,0,0,0
59,Positive,check stopped munch find music food sangria fun unpretentious vibe service friendly particularly bartender keep dropped brought small thing many helpless cooled end really appreciated let performing every will ,appreciated fun service keep stopped food cooled un bartender music end vibe let small performing ,1,1,1
128,Negative,native south much instead steaks lot fat soggy fries container something time downright forbid sip buy yell make fools high embarrassed every prices fatty steak end know worth fry much spent wait twice long eat ,long high much fat end make spent forbid prices time fatty down embarrassed yell instead sip south twice lot so ,0,1,1
